GeoType,GEOID,GeoName,TotalPop,discuss,discussOppose,CO2limits,CO2limitsOppose,trustclimsciSST,trustclimsciSSTOppose,regulate,regulateOppose,supportRPS,supportRPSOppose,fundrenewables,fundrenewablesOppose,mediaweekly,mediaweeklyOppose,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,worried,worriedOppose,personal,personalOppose,harmUS,harmUSOppose,devharm,devharmOppose,futuregen,futuregenOppose,harmplants,harmplantsOppose,timing,timingOppose
County,42049,"Erie County, Pennsylvania",186224,31.227,31.929,71.455,27.483,71.84,25.414,79.347,19.395,68.238,30.649,84.473,14.904,NA,NA,71.126,11.716,54.425,32.618,49.758,28.694,59.773,40.499,37.195,53.518,56.564,34.746,61.213,27.3,69.106,20.134,70.371,20.179,50.546,49.066
County,42051,"Fayette County, Pennsylvania",98003,27.045,36.47,62.657,35.942,67.19,29.999,73.781,24.591,60.632,37.99,78.623,20.308,NA,NA,62.418,16.274,46.638,37.561,39.708,32.039,52.699,47.589,33.925,55.227,51.873,38.202,55.8,31.139,64.197,24.509,63.2,25.489,45.068,54.048
County,42053,"Forest County, Pennsylvania",6165,25.706,39.379,61.897,36.385,64.149,31.962,72.644,25.241,58.893,39.278,77.991,20.691,NA,NA,62.398,14.918,45.868,38.959,38.722,30.883,52.033,48.14,35.753,52.092,52.066,36.511,55.694,29.617,63.402,23.321,62.715,24.032,45.812,53.487
County,42055,"Franklin County, Pennsylvania",103988,26.841,35.068,60.399,38.574,65.628,32.241,72.648,26.04,58.439,40.573,78.804,20.657,NA,NA,62.396,17.707,46.58,38.156,41.082,34.533,49.853,50.308,33.026,57.507,50.489,40.922,54.251,33.757,64.144,24.964,63.274,25.858,44.525,55.38
County,42057,"Fulton County, Pennsylvania",10413,26.544,36.268,55.663,43.444,60.683,37.228,69.296,29.321,54.553,44.186,76.85,22.218,NA,NA,58.069,20.422,42.021,40.723,35.749,36.693,47.269,52.827,32.287,58.446,48.942,42.623,51.902,35.511,60.434,28.871,59.464,29.556,41.352,58.169
County,42059,"Greene County, Pennsylvania",27053,24.589,39.464,48.267,50.584,64.281,34.895,69.732,30.076,56.734,42.272,77.052,22.603,NA,NA,57.81,18.14,44.067,38.16,31.862,34.413,52.353,48.051,34.272,52.866,51.966,35.883,55.606,29.032,63.831,23.579,61.471,25.765,40.169,59.266
County,42061,"Huntingdon County, Pennsylvania",32658,28.279,35.731,61.324,38.002,65.718,32.337,73.154,25.486,59.89,38.897,79.48,19.753,NA,NA,62.412,17.056,46.207,37.701,40.535,33.477,50.692,49.438,33.983,56.43,51.673,39.689,55.482,32.181,63.575,25.197,62.701,25.829,43.989,55.704
County,42063,"Indiana County, Pennsylvania",56409,25.862,37.043,48.24,51.059,66.117,33.924,69.594,30.648,57.839,41.386,76.877,22.575,NA,NA,60.316,18.526,45.119,35.465,34.693,34.5,53.398,47.003,34.261,54.257,52.886,36.253,56.976,28.804,64.696,23.771,62.188,25.996,39.542,59.943
County,42065,"Jefferson County, Pennsylvania",31649,26.129,36.612,57.497,41.669,62.867,35.134,72.134,26.723,56.99,42.152,78.188,21.406,NA,NA,55.973,21.26,43.441,40.227,36.194,36.468,46.266,53.941,31.315,58.875,48.08,43.339,51.499,36.312,58.654,30.428,57.755,31.007,41.017,58.672
County,42067,"Juniata County, Pennsylvania",17195,28.202,35.056,60.566,38.771,63.826,34.288,71.895,26.677,57.632,41.026,78.53,20.437,NA,NA,61.529,17.824,45.19,38.101,39.836,33.766,50.678,49.397,34.074,56.812,51.582,40.126,54.783,32.864,63.042,26.402,62.198,26.893,43.684,55.853
County,42069,"Lackawanna County, Pennsylvania",149598,33.506,30,72.199,26.334,72.729,23.45,79.125,18.569,67.618,30.587,82.786,15.206,NA,NA,72.722,11.244,52.959,32.758,50.928,27.67,62.79,37.451,38.623,52.351,57.938,33.909,63.072,25.808,71.54,18.391,71.541,19.51,51.973,47.479
County,42071,"Lancaster County, Pennsylvania",347425,30.141,33.508,66.312,33.021,68.168,29.482,76.076,22.929,62.21,36.658,78.641,19.982,NA,NA,62.618,16.217,48.312,36.549,43.882,31.197,54.701,45.496,36.053,54.557,54.047,37.631,58.025,30.491,66.43,22.57,66.39,23.429,46.848,53.037
County,42073,"Lawrence County, Pennsylvania",63720,27.187,35.233,62.773,35.711,67.129,29.68,73.882,24.405,60.826,37.862,79.914,19.369,NA,NA,63.384,15.962,47.171,38.172,40.222,33.594,52.445,47.842,33.627,55.948,51.547,38.928,55.879,31.37,65.429,23.347,64.033,25.268,45.516,53.894
County,42075,"Lebanon County, Pennsylvania",92605,29.167,34.555,63.056,36.128,67.216,30.913,74.592,24.107,61.677,37.236,80.036,19.371,NA,NA,64.145,16.686,48.039,36.923,42.044,32.834,52.774,47.375,34.145,56.247,51.965,39.672,56.268,32.189,64.502,25.469,64.176,25.492,44.321,55.423
County,42077,"Lehigh County, Pennsylvania",240787,29.105,31.632,70.899,27.898,73.502,23.623,78.106,19.744,66.656,31.844,82.382,16.162,NA,NA,73.06,12.404,54.22,33.428,50.052,28.452,60.205,40.005,38.143,52.692,56.902,34.712,62.013,26.851,69.893,19.755,69.066,20.154,51.467,48.417
County,42079,"Luzerne County, Pennsylvania",226780,31.921,33.456,68.41,30.432,70.47,26.765,77.276,21.345,65.735,33.114,82.393,17.036,NA,NA,68.506,13.56,51.806,33.782,46.921,30.517,57.715,42.542,36.412,54.414,55.277,36.527,60.444,28.553,69.459,20.785,69.341,21.631,48.014,51.487
County,42081,"Lycoming County, Pennsylvania",80224,29.325,34.843,62.927,36.472,67.687,30.827,74.321,23.764,60.686,37.659,79.83,18.991,NA,NA,64.953,17.712,47.007,36.805,42.424,33.988,51.743,48.399,33.08,57.105,51.287,40.29,55.925,32.36,64.97,23.713,63.81,24.651,44.156,55.85
County,42083,"McKean County, Pennsylvania",30264,27.474,35.362,62.113,36.955,66.366,31.418,73.684,24.897,60.395,38.468,79.992,19.464,NA,NA,62.925,17.472,46.898,37.456,41.181,33.974,51.341,48.822,33.368,57.112,51.077,40.481,55.269,32.896,64.054,25.325,63.161,26.193,44.003,55.719
County,42085,"Mercer County, Pennsylvania",80261,28.687,33.383,65.994,32.718,68.925,28.11,75.755,22.695,62.893,35.865,81.553,17.871,NA,NA,67.096,14.2,48.236,37.263,45.021,31.292,55.271,44.979,35.131,54.783,53.316,37.522,57.989,29.431,66.545,21.217,65.479,23.181,47.144,52.316
County,42087,"Mifflin County, Pennsylvania",32633,27.637,36.11,59.575,39.751,63.8,34.484,72.297,26.379,58.28,40.613,78.302,21.019,NA,NA,61.407,18.728,45.664,38.015,38.704,34.873,49.323,50.77,32.813,57.525,49.951,41.461,53.354,34.354,61.973,27.449,61.118,27.91,43.018,56.754
County,42089,"Monroe County, Pennsylvania",112394,33.198,32.104,73.244,26.222,75.378,22.784,80.055,18.654,68.553,30.482,84.18,15.145,NA,NA,72.94,10.928,57.33,29.885,52.587,26.213,61.736,38.459,40.058,50.156,59.414,32.181,64.577,24.359,72.098,17.532,71.45,18.221,51.915,47.977
County,42091,"Montgomery County, Pennsylvania",564218,36.714,27.219,72.1,26.814,73.788,23.069,76.928,20.826,67.202,30.697,83.513,14.849,NA,NA,74.528,10.613,57.46,30.143,55.213,27.613,63.43,36.456,39.219,53.223,59.244,34.11,65.546,25.395,74.955,16.118,72.422,18.586,52.074,47.55
County,42093,"Montour County, Pennsylvania",13320,27.278,35.948,49.208,50.833,68.988,32.534,72.538,28.285,61.89,37.28,79.146,21.041,NA,NA,59.945,18.329,47.816,33.708,36.147,34.533,53.969,46.433,34.616,53.946,54.065,35.577,58.407,28.397,65.937,23.563,63.054,25.697,39.512,60.542
County,42095,"Northampton County, Pennsylvania",205714,31.152,32.647,68.917,30.094,72.281,25.44,78.647,19.876,65.703,33.076,81.852,17.269,NA,NA,68.373,13.611,55.249,31.677,48.537,30.11,58.512,41.723,36.747,53.827,55.364,36.346,60.879,28.082,69.855,19.937,70.026,20.841,48.566,51.258
County,42097,"Northumberland County, Pennsylvania",68179,27.366,35.588,62.544,36.202,65.833,31.392,72.732,25.181,60.244,37.996,79.276,19.226,NA,NA,61.522,18.138,46.563,38.302,39.136,33.945,51.636,48.582,33.546,56.288,51.19,39.638,55.055,32.53,63.269,26.23,62.506,27.022,44.461,55.022
County,42099,"Perry County, Pennsylvania",31824,27.54,34.926,60.071,39.082,64.43,33.545,71.924,26.33,58.031,40.424,78.92,20.006,NA,NA,59.635,18.87,44.499,38.683,39.371,35.598,50.27,49.868,32.784,58.041,50.313,41.435,53.868,34.162,62.313,26.637,61.394,27.413,42.756,56.893
County,42101,"Philadelphia County, Pennsylvania",1009812,34.96,32.063,80.108,19.3,78.479,18.227,81.855,15.974,70.296,27.532,83.976,13.721,NA,NA,78.144,4.928,62.865,25.739,61.408,16.786,72.02,28.13,50.371,38.662,68.039,22.026,72.909,14.855,75.274,12.843,74.921,12.626,63.294,36.033
County,42103,"Pike County, Pennsylvania",40343,30.623,32.263,67.467,31.744,69.907,27.997,76.245,22.394,64.477,34.497,81.474,17.762,NA,NA,66.378,15.032,50.579,33.958,45.73,31.862,55.712,44.484,35.973,55.174,54.979,37.248,59.993,29.29,67.644,22.477,67.357,22.679,47.547,52.349
County,42105,"Potter County, Pennsylvania",12363,28.155,35.013,59.918,39.71,65.263,33.523,72.51,26.422,58.939,40.111,79.053,20.307,NA,NA,61.231,19.085,45.303,37.714,40.299,35.027,49.685,50.419,32.837,58.341,50.576,41.71,54.388,34.157,62.749,27.295,61.691,27.884,42.304,57.524
County,42107,"Schuylkill County, Pennsylvania",107318,26.901,35.514,63.308,35.437,66.474,30.694,74.784,23.327,61.125,37.607,80.446,18.999,NA,NA,62.163,16.376,45.332,38.527,42.042,32.116,53.36,46.868,34.112,55.633,51.997,38.658,56.604,31.039,65.268,23.859,64.782,24.435,44.677,54.738
County,42109,"Snyder County, Pennsylvania",26323,28.207,35.385,62.109,37.407,67.058,31.712,73.708,24.687,61.208,37.765,79.884,19.553,NA,NA,62.101,18.119,46.788,36.163,41.49,33.538,51.46,48.67,33.637,56.943,51.65,40.047,55.564,32.662,63.594,26.239,62.529,26.76,43.418,56.376
County,42111,"Somerset County, Pennsylvania",56768,26.722,37.018,58.228,40.814,63.722,34.314,72.324,26.052,57.48,41.066,76.9,21.92,NA,NA,58.514,19.783,45.299,38.186,37.001,36.55,48.736,51.41,32.52,57.76,49.502,41.875,53.448,34.454,62.483,27.326,61.516,28.084,42.305,57.463
County,42113,"Sullivan County, Pennsylvania",4938,29.367,33.538,62.58,36.665,65.872,31.988,73.342,25.335,59.504,39.217,80.121,18.981,NA,NA,64.226,16.38,46.748,37.18,42.687,32.74,52.735,47.42,34.704,56.748,52.936,39.306,56.764,31.634,64.876,25.199,63.961,26.04,44.844,54.652
County,42115,"Susquehanna County, Pennsylvania",30866,27.75,34.986,63.326,35.835,67.77,30.179,74.666,23.998,61.751,37.161,80.555,18.914,NA,NA,62.553,17.404,47.134,36.855,41.69,33.893,51.797,48.409,33.367,57.293,51.573,40.22,55.988,32.536,64.68,25.125,63.105,26.011,44.277,55.468
County,42117,"Tioga County, Pennsylvania",29183,28.896,33.628,61.693,37.644,66.059,32.13,73.303,25.464,60.174,38.74,79.873,19.412,NA,NA,63.167,17.748,46.74,36.947,41.512,34.524,51.534,48.602,33.363,58.18,51.417,41.137,55.817,33.089,64.468,25.761,63.482,26.553,43.851,55.905
County,42119,"Union County, Pennsylvania",30555,30.145,33.609,64.653,34.399,67.089,30.423,73.945,24.439,61.083,37.46,80.152,18.683,NA,NA,65.734,14.649,48.572,35.924,44.038,30.923,54.858,45.272,36.528,54.355,54.5,37.09,58.676,29.416,66.451,22.946,65.604,23.653,46.822,52.69
County,42121,"Venango County, Pennsylvania",38947,28.17,34.188,62.326,36.702,65.667,31.933,74.153,24.516,60.193,38.631,80.736,18.838,NA,NA,62.718,17.492,46.96,37.408,40.209,34.406,51.898,48.281,33.514,57.427,51.661,40.236,55.646,32.464,64.14,25.3,63.107,26.353,44.402,55.182
County,42123,"Warren County, Pennsylvania",29998,29.737,33.49,64.843,34.362,68.687,29.262,75.743,22.964,63.101,35.761,81.305,18.15,NA,NA,65.834,15.927,49.584,35.387,45.014,32.338,54.003,46.168,34.083,56.991,52.86,39.287,57.503,31.341,66.476,23.525,65.604,24.464,45.399,54.338
County,42125,"Washington County, Pennsylvania",147634,28.031,34.08,63.6,35.277,68.638,28.827,73.685,25.012,61.333,37.285,81.442,18.245,NA,NA,63.063,15.925,47.714,37.214,42.245,33.927,52.633,47.654,33.841,57.12,52.15,39.812,56.775,31.841,65.668,23.781,64.851,24.887,45.063,54.477
County,42127,"Wayne County, Pennsylvania",38696,29.481,34.474,63.485,35.49,67.412,30.178,74.503,24.006,61.569,37.211,80.15,19.118,NA,NA,63.655,17.124,47.849,36.57,43.204,32.681,52.663,47.513,34.007,56.68,52.091,39.606,56.628,31.857,65.335,24.31,64.461,25.189,44.979,54.71
County,42129,"Westmoreland County, Pennsylvania",264360,27.749,35.803,61.414,37.675,69.098,29.128,72.429,26.731,59.794,39.747,79.779,19.99,NA,NA,66.409,17.856,49.563,33.931,43.228,33.946,51.109,49.163,32.545,58.161,51.741,40.206,56.165,32.544,66.659,22.97,64.183,25.14,43.589,56.263
County,42131,"Wyoming County, Pennsylvania",19721,29.311,34.043,64.318,34.678,67.653,29.825,75.231,23.313,62.204,36.573,80.705,18.57,NA,NA,65.745,15.723,48.268,36.951,43.561,32.749,53.718,46.489,33.911,56.901,52.533,39.276,57.059,31.472,65.9,23.871,65.082,24.866,45.314,54.271
County,42133,"York County, Pennsylvania",300951,27.237,34.23,63.905,35.112,69.617,27.897,73.593,24.528,63.584,35.17,81.577,18.131,NA,NA,64.438,16.324,47.394,36.575,44.395,32.057,52.675,47.533,33.746,56.729,51.51,40.197,55.826,32.699,66.148,23.911,63.639,25.771,43.945,55.806
County,44001,"Bristol County, Rhode Island",33911,35.717,26.172,71.783,26.386,73.946,23.578,76.997,22.185,68.317,30.621,84.521,14.917,NA,NA,71.347,12.458,54.803,31.766,51.83,29.041,59.589,40.446,36.719,54.613,57.471,35.206,63.553,26.778,71.422,19.138,70.628,20.867,51.227,48.176
County,44003,"Kent County, Rhode Island",119622,32.199,29.472,71.64,26.603,75.632,22.692,79.479,19.957,69.572,29.623,84.534,15.296,NA,NA,69.317,14.115,55.209,31.696,50.828,29.766,57.589,42.435,35.548,54.42,55.803,36.424,62.076,28.208,69.956,20.339,69.154,21.803,49.442,50.387
County,44005,"Newport County, Rhode Island",59074,38.321,24.763,72.464,25.938,74.142,23.544,77.452,21.865,68.267,30.678,85.435,14.074,NA,NA,72.729,11.2,55.338,31.954,54.621,27.921,60.975,39.031,38.555,53.571,59.371,34.223,65.451,25.717,73.048,18.801,72.675,19.936,52.468,47.01
County,44007,"Providence County, Rhode Island",419025,34.613,28.733,76.543,21.862,76.537,21.372,79.489,19.611,72.166,26.55,85.334,13.938,NA,NA,74.401,8.976,60.094,28.576,57.444,23.562,65.665,34.266,42.278,46.893,61.981,29.021,67.148,21.923,73.849,15.866,73.117,17.292,55.273,44.073
County,44009,"Washington County, Rhode Island",84541,35.532,26.824,71.007,27.24,74.732,23.175,77.554,21.785,68.625,30.452,84.342,15.267,NA,NA,72.132,12.645,54.96,31.308,52.384,29.69,58.98,41.013,35.728,55.637,56.718,36.406,63.124,27.797,71.81,19.452,70.804,21.304,50.255,49.414
County,45001,"Abbeville County, South Carolina",17056,26.073,40.541,63.971,34.029,67.858,29.102,71.909,26.638,61.433,36.881,79.514,19.304,NA,NA,64.121,13.406,46.706,37.808,39.782,29.497,51.173,48.619,36.045,50.578,52.256,33.692,56.301,27.167,63.561,20.886,62.767,22.812,48.335,50.966
County,45003,"Aiken County, South Carolina",111815,28.783,38.151,63.3,35.263,68.446,29.778,70.807,28.338,61.638,37.384,80.235,19.067,NA,NA,62.356,15.701,46.612,37.949,42.093,31.685,49.34,50.481,35.034,53.762,51.49,36.717,56.128,29.741,62.925,23.69,61.438,26.016,45.951,53.719
County,45005,"Allendale County, South Carolina",6948,27.866,43.164,74.499,23.514,74.151,21.515,76.701,21.186,68.325,29.428,81.97,16.102,NA,NA,73.361,5.51,53.677,33.188,48.72,18.276,62.208,37.61,46.158,36.025,61.772,20.689,65.509,15.632,70.077,12.011,70.151,13.058,59.776,39.042
County,45007,"Anderson County, South Carolina",128851,27.215,38.21,59.457,38.629,65.569,32.104,69.499,29.475,59.191,39.525,79.239,20.174,NA,NA,61.786,17.122,44.14,39.554,36.879,34.731,47.829,51.934,33.186,55.811,49.109,39.094,53.11,32.36,61.462,24.832,60.274,27.049,44.216,55.351
County,45009,"Bamberg County, South Carolina",10014,27.253,41.44,66.445,30.896,72.018,24.118,73.565,24.672,64.914,32.767,80.573,17.547,NA,NA,70.308,7.236,51.296,34.548,42.48,21.634,60.499,39.449,44.321,39.07,60.271,22.819,64.036,17.351,68.931,13.323,68.24,15.208,55.591,43.005
County,45011,"Barnwell County, South Carolina",14482,25.402,42.119,65.056,32.4,68.209,27.644,72.23,25.895,61.988,35.991,79.364,19.173,NA,NA,65.372,11.074,47.043,38.305,39.381,26.922,53.383,46.492,38.553,46.038,54.132,29.827,57.845,23.838,64.485,18.228,64.19,20.139,51.225,47.717
County,45013,"Beaufort County, South Carolina",117294,34.053,30.672,68.389,30.578,69.855,28.407,74.345,25.037,64.778,34.275,82.481,16.566,NA,NA,69.926,12.864,50.421,34.386,47.305,30.338,55.462,44.307,37.987,54.374,55.998,35.605,61.711,27.53,69.616,20.536,67.389,23.633,48.562,51.084
County,45015,"Berkeley County, South Carolina",122245,27.033,38.158,59.895,38.595,69.271,29.462,70.899,28.704,61.951,36.908,79.786,19.329,NA,NA,63.99,14.526,46.174,36.478,39.548,30.756,52.752,47.128,37.064,51.058,54.274,33.17,58.925,26.213,65.671,20.844,64.227,23.173,46.364,53.251
County,45017,"Calhoun County, South Carolina",10716,27.064,40.584,65.28,32.375,68.475,27.603,71.75,26.608,62.197,35.906,79.444,18.973,NA,NA,65.32,11.009,47.761,37.514,40.574,26.931,54.024,45.851,39.121,46.443,55.033,29.675,58.89,23.449,64.82,18.257,64.395,20.161,51.577,47.408
County,45019,"Charleston County, South Carolina",250419,35.417,32.367,71.109,27.591,73.082,24.703,74.467,24.712,66.385,32.709,83.864,15.396,NA,NA,71.101,11.047,51.587,33.685,50.372,26.924,58.365,41.476,39.491,51.281,58.151,32.071,63.987,24.291,70.93,17.713,70.256,19.382,51.73,47.619
County,45021,"Cherokee County, South Carolina",36622,26.224,40.548,62.87,35.846,68.171,30.494,72.545,26.624,62.227,36.64,79.828,19.501,NA,NA,61.568,16.208,46.371,37.448,40.097,31.446,49.051,50.712,34.38,53.42,50.802,36.539,55.267,29.686,62.336,23.571,61.743,24.759,45.041,54.688
County,45023,"Chester County, South Carolina",22227,28.393,38.756,69.173,28.753,69.653,26.539,73.821,24.447,63.853,34.109,81.034,17.369,NA,NA,68.509,9.958,49.944,35.656,44.288,25.266,56.643,43.191,40.115,46.389,56.818,29.016,60.791,22.64,67.295,17.179,67.038,18.884,53.086,45.852
County,45025,"Chesterfield County, South Carolina",31264,25.877,40.717,65.81,32.101,67.507,28.46,72.751,25.753,62.606,35.585,79.711,18.963,NA,NA,64.834,12.121,46.805,37.934,40.58,27.635,53.333,46.501,37.964,48.058,54.081,31.108,57.945,25.126,65.064,19.413,64.607,21.101,50.235,48.957
County,45027,"Clarendon County, South Carolina",23560,28.663,39.692,70.067,28.044,70.893,25.347,74.327,23.995,64.995,33.024,81.305,17.076,NA,NA,69.239,8.721,49.685,35.862,45.828,23.429,57.604,42.211,41.833,43.447,58.185,26.716,62.055,20.649,67.561,15.787,67.852,17.338,54.607,44.394
County,45029,"Colleton County, South Carolina",25919,26.59,40.925,65.519,32.397,69.295,27.452,72.333,26.12,63.16,35.01,79.525,18.966,NA,NA,65.698,11.175,47.962,37.038,41.833,26.674,53.96,45.871,38.734,47.007,54.883,30.24,58.814,24,65.67,18.25,65.151,20.066,50.554,48.562
County,45031,"Darlington County, South Carolina",45854,26.604,41.063,68.037,30.127,70.994,25.973,73.75,24.82,65.035,33.424,81.328,17.707,NA,NA,66.566,11.16,49.281,36.277,44.043,26.059,55.149,44.656,38.545,47.103,55.141,30.205,59.501,23.88,65.324,18.362,66.165,19.444,51.448,47.916
County,45033,"Dillon County, South Carolina",20409,28.775,39.431,70.501,27.408,69.552,25.999,73.386,24.593,63.796,33.768,80.773,17.2,NA,NA,69.859,8.136,50.254,35.115,45.004,22.477,59.103,40.685,43.188,42.119,59.453,25.342,62.669,19.626,68.275,15.199,68.231,16.675,56.034,42.668
County,45035,"Dorchester County, South Carolina",92797,28.67,36.003,64.929,33.316,69.543,28.007,72.805,26.179,62.148,36.676,80.9,18.232,NA,NA,67.088,14.132,48.593,36.501,43.227,30.662,52.214,47.604,36.183,53.177,52.592,36.003,57.827,28.172,65.261,21.847,64.486,23.763,47.722,51.77
County,45037,"Edgefield County, South Carolina",18937,27.851,39.094,64.464,33.673,67.645,29.284,71.521,27.202,61.901,36.383,80.071,18.628,NA,NA,65.789,11.748,47.653,37.053,42.728,27.38,53.752,46.023,39.083,48.259,55.217,31.313,59.352,24.642,65.183,19.31,65.159,21.105,49.816,49.418
County,45039,"Fairfield County, South Carolina",16630,27.538,41.791,72.563,25.427,73.664,22.537,76.679,21.544,68.187,29.883,82.05,16.484,NA,NA,71.333,7.528,52.827,33.726,47.01,21.751,59.758,40.109,42.632,41.089,59.088,24.697,63.468,18.887,68.885,14.133,68.859,15.553,56.289,42.766
County,45041,"Florence County, South Carolina",91046,26.805,40.308,66.587,31.309,67.687,28.665,71.402,26.07,62.049,35.933,79.508,18.599,NA,NA,66.314,10.818,48.796,36.453,41.242,26.857,52.716,47.192,38.403,47.75,54.479,30.966,58.467,24.642,64.129,19.917,63.799,21.541,51.57,47.605
County,45043,"Georgetown County, South Carolina",43598,28.049,38.623,61.724,36.727,69.972,28.395,71.056,28.423,63.188,35.601,80.163,18.947,NA,NA,65.738,12.731,47.139,37.023,40.601,29.088,53.608,46.28,37.258,49.896,54.56,32.053,59.691,24.777,66.622,19.076,64.524,21.916,47.784,51.721
County,45045,"Greenville County, South Carolina",311759,28.968,35.828,63.663,34.842,68.605,29.56,70.572,28.734,61.353,37.865,79.317,19.838,NA,NA,64.642,15.549,47.249,37.442,42.404,32.999,50.27,49.567,34.439,55.478,51.988,37.066,57.334,29.291,64.45,22.794,62.876,24.486,46.715,52.893
County,45047,"Greenwood County, South Carolina",46033,27.868,39.2,65.525,32.777,69.776,27.759,72.88,25.846,63.46,35.229,80.357,18.695,NA,NA,65.577,13.368,48.419,36.279,42.68,29.221,51.914,47.87,36.334,50.928,52.937,33.855,57.574,27.086,64.62,20.713,63.976,22.434,48.594,51.013
County,45049,"Hampton County, South Carolina",14022,28.61,40.73,73.308,24.808,72.886,23.169,76.264,21.867,67.549,30.267,82.095,16.17,NA,NA,72.325,7.167,53.314,33.148,48.572,20.964,60.855,38.938,44.08,40.642,60.452,24.12,64.444,18.337,69.855,13.866,69.807,15.156,57.212,41.746
County,45051,"Horry County, South Carolina",201699,28.45,35.776,62.895,35.674,66.266,31.901,70.926,28.474,62.212,36.875,80.738,18.813,NA,NA,63.562,16.146,46.431,37.521,42.427,32.852,49.63,50.209,34.327,56.128,50.949,38.675,55.565,31.459,63.235,23.663,61.884,25.756,44.762,54.953
County,45053,"Jasper County, South Carolina",17428,29.066,39.584,67.181,31.359,72.198,25.741,73.722,25.348,65.75,32.362,80.623,17.502,NA,NA,69.897,8.389,52.343,31.761,45.439,21.962,60.836,39.023,44.809,40.59,61.572,23.597,65.406,17.861,69.498,14.805,68.484,16.46,53.592,45.526
County,45055,"Kershaw County, South Carolina",42484,26.85,38.71,63.885,34.309,66.817,29.798,70.699,28.08,60.642,38.048,79.665,19.208,NA,NA,64.282,13.627,47.949,36.59,40.208,30.613,51.247,48.554,35.878,52.062,52.077,34.854,56.626,27.62,63.377,20.613,62.395,23.315,47.351,52.038
County,45057,"Lancaster County, South Carolina",55321,28.463,37.715,65.86,32.732,69.914,28.1,73.477,25.535,63.739,35.091,81.039,18.192,NA,NA,65.092,14.745,48.458,36.191,43.47,30.524,51.434,48.34,35.39,53.354,52.244,35.996,57.08,28.919,63.854,22.921,63.692,23.995,47.005,52.669
County,45059,"Laurens County, South Carolina",44598,27.484,39.194,64.92,33.38,67.691,29.672,71.218,27.489,62.194,36.256,79.34,19.351,NA,NA,63.428,13.354,46.94,36.587,40.594,29.307,50.998,48.792,36.316,51.27,52.564,34.098,56.54,27.496,63.859,21.215,63.269,22.889,47.69,51.64
County,45061,"Lee County, South Carolina",12640,27.564,42.824,73.83,24.235,73.901,22.074,76.847,21.202,68.402,29.466,82.068,16.213,NA,NA,72.219,6.516,53.223,33.319,47.967,19.76,60.975,38.866,44.375,38.47,60.583,22.537,64.543,17.168,69.411,13.077,69.535,14.27,57.906,41.023
County,45063,"Lexington County, South Carolina",182439,29.178,35.357,60.869,37.501,67.824,30.077,70.854,28.146,61.019,37.703,78.466,19.869,NA,NA,65.742,16.519,47.086,36.408,41.713,34.482,50.094,49.643,33.26,57.772,49.91,40.321,55.754,31.96,63.649,23.668,61.11,27.727,44.781,55.147
County,45065,"McCormick County, South Carolina",8024,28.518,39.48,70.838,26.939,72.105,23.642,74.917,23.198,66.035,31.884,81.744,16.63,NA,NA,70.52,8.494,51.403,34.906,46.221,23.381,58.68,41.206,41.227,44.283,58.025,27.072,62.611,20.684,68.868,15.355,68.458,17.123,54.903,43.987
County,45067,"Marion County, South Carolina",21868,27.629,41.288,71.52,26.319,71.977,23.801,75.408,22.637,66.475,31.417,81.399,16.947,NA,NA,70.64,7.733,51.338,34.862,45.681,22.332,58.9,40.945,42.57,41.415,58.751,25.102,62.707,19.327,68.228,14.542,68.331,15.993,56.321,42.6
County,45069,"Marlboro County, South Carolina",19916,24.846,43.811,66.222,31.073,67.494,27.371,71.362,26.207,62.474,35.273,78.1,19.518,NA,NA,65.33,9.82,46.952,37.526,39.277,24.14,54.885,44.948,41.105,42.639,56.117,26.972,59.316,21.563,64.409,17.916,63.368,20.021,52.501,46.295
County,45071,"Newberry County, South Carolina",25389,27.063,39.524,63.721,34.22,67.25,29.451,71.052,27.494,61.104,37.273,79.298,19.484,NA,NA,62.745,13.597,45.888,37.887,39.411,29.138,50.936,48.896,36.761,50.144,52.66,33.462,56.956,26.706,64.064,20.446,62.761,22.952,48.438,50.831
County,45073,"Oconee County, South Carolina",53052,27.151,37.548,59.43,38.871,64.594,33.437,69.284,29.946,57.831,41.096,79.679,19.888,NA,NA,61.237,18.75,44.11,39.825,37.987,35.918,46.622,53.164,32.083,58.769,48.637,41.385,52.976,34.247,61.993,26.711,60.958,28.723,43.041,56.579
County,45075,"Orangeburg County, South Carolina",59605,27.399,41.966,72.836,24.903,73.843,21.992,76.026,22.006,68.064,29.929,82.207,16.24,NA,NA,72.304,6.918,53.427,34.352,46.301,21.07,60.862,39.06,43.623,39.637,59.791,23.544,64.037,17.842,68.85,13.622,67.975,15.563,57.279,41.524
County,45077,"Pickens County, South Carolina",73612,27.901,37.204,58.464,40.153,65.891,32.91,69.968,29.51,59.009,40.166,79.404,20.369,NA,NA,61.644,19.9,45.12,38.075,40.81,34.922,45.744,54.013,31.327,59.329,47.562,42.485,52.505,34.828,61.345,27.595,60.23,28.772,41.754,58.096
County,45079,"Richland County, South Carolina",243442,35.676,33.834,75.083,23.504,77.712,19.882,77.64,20.436,71.505,26.812,84.375,13.913,NA,NA,75.978,7.533,55.747,30.056,55.646,21.579,63.008,36.553,43.692,44.545,62.23,25.568,67.597,18.774,72.185,14.725,72.914,15.061,57.487,41.508
